Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
YCL,ProShares Ultra Yen,Currency,"$43,537,700",-5.01%,"57,740",$18.10,-0.39%,No,2x,-0.64%,-0.69%,-23.77%,-17.51%,-19.73%,"-$2,828,628.27","-$911,985.27","-$2,716,546.28","-$6,472,108.68","$48,070,958.79","$57,811,482.03",Leveraged Currency,2008-11-24,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.40,1,100.00%,28%,28%,K-1,$18.03,$18.43,$18.08,$18.14,42.98,A-,C,C,B,B+,A,0.0,N/A,N/A,N/A,N/A,N/A
EUO,ProShares UltraShort Euro,Currency,"$39,066,800",2.33%,"62,446",$28.99,0.45%,No,2x,1.79%,-1.70%,-1.39%,0.73%,4.51%,"$3,125,478.16",$0.00,"$3,037,455.12","$6,147,871.63","-$19,705,443.32","-$20,585,863.19",Leveraged Currency,2008-11-25,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-0.35,1,100.00%,28%,28%,K-1,$27.96,$30.22,$28.90,$29.07,49.94,A+,B,C+,A+,A-,B+,0.0,N/A,N/A,N/A,N/A,N/A
BTCL,T-Rex 2X Long Bitcoin Daily Target ETF,Currency,"$35,864,800",-31.75%,"147,397",$19.74,-2.95%,No,2x,5.62%,19.71%,-53.69%,N/A,N/A,"$8,193,122.00",$0.00,"-$469,686.00","-$4,385,168.00","$35,697,345.00","$35,697,345.00",Currency,2024-07-10,0.95%,N/A,$0.00,2024-12-24,$2.12,0.00%,0.00,3.77,2,100.00%,40%,20%,1099,$13.61,$20.74,$19.35,$20.17,55.39,A-,N/A,A,A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MAXI,Simplify Bitcoin Strategy PLUS Income ETF,N/A,"$34,890,500",-18.18%,"37,425",$11.62,-2.52%,No,False,5.51%,15.39%,-38.73%,19.27%,N/A,"-$1,721,740.00",$0.00,"-$1,765,660.00","$25,161,330.00","$49,155,200.00","$66,284,680.00",N/A,2022-09-29,1.00%,N/A,$6.76,2026-01-27,$0.10,58.13%,0.00,2.05,4,100.00%,40%,20%,1099,$8.77,$11.94,$11.52,$11.74,56.78,B+,N/A,A,A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GSUI,Grayscale Sui Staking ETF,N/A,"$33,526,000",-31.08%,"28,005",$13.52,-2.38%,No,False,-7.00%,-2.38%,N/A,N/A,N/A,"$10,559,300.00",$0.00,"$8,931,600.00","$10,559,300.00","$10,559,300.00","$10,559,300.00",N/A,2026-02-18,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.44,1,100.00%,40%,20%,1099,$12.16,$14.58,$13.33,$13.70,45.81,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
YCS,ProShares UltraShort Yen,Currency,"$32,156,400",6.09%,"38,133",$54.00,0.28%,No,2x,0.80%,1.43%,33.14%,23.40%,23.91%,"-$4,744,502.54","-$2,675,563.44","$2,677,516.65","$1,515,429.08","-$9,090,724.65","-$29,911,586.69",Leveraged Currency,2008-11-25,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-0.42,1,100.00%,28%,28%,K-1,$52.76,$54.19,$53.69,$54.16,56.66,A,C+,A+,B+,B-,A+,0.0,N/A,N/A,N/A,N/A,N/A
CBTO,Calamos Bitcoin 80 Series Structured Alt Protection ETF - October,N/A,"$31,666,500",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$2,136,000.00","-$2,021,000.00","-$1,018,000.00","$32,069,000.00","$32,069,000.00","$32,069,000.00",N/A,2025-10-07,0.69%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TETH,21Shares Ethereum ETF,N/A,"$29,094,400",-22.18%,"3,749,198",$11.54,-3.59%,No,False,-2.04%,8.26%,28.94%,N/A,N/A,"$2,717,610.00","$3,636,000.00","$10,407,090.00","$10,837,290.00","$27,890,500.00","$27,890,500.00",N/A,2024-07-22,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.59,1,100.00%,40%,40%,1099,$9.76,$12.36,$11.40,$11.69,52.51,A,N/A,A,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XBCI,NEOS Boosted Bitcoin High Income ETF,Currency,"$27,525,100",N/A,N/A,$46.71,-1.54%,No,False,3.40%,15.04%,N/A,N/A,N/A,"$24,757,350.00","$2,291,990.00","$8,027,622.00","$24,757,350.00","$24,757,350.00","$24,757,350.00",Currency,2026-02-03,0.98%,N/A,$4.30,2026-04-08,$1.35,9.21%,0.00,2.57,5,100.00%,40%,20%,1099,$36.58,$48.56,$46.28,$47.21,58.13,N/A,N/A,N/A,N/A,N/A,N/A,5.77,28.48%,26.11%,1.23,0.00%,0.00%
SUIS,Canary Staked SUIS ETF,N/A,"$26,653,900",N/A,N/A,$24.27,-2.33%,No,False,-6.69%,-2.15%,N/A,N/A,N/A,"$1,700,069.00",$0.00,"$478,361.00","$1,700,069.00","$1,700,069.00","$1,700,069.00",N/A,2026-02-17,0.75%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.40,1,100.00%,40%,20%,1099,$21.87,$26.16,$24.11,$24.60,50.01,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CBOJ,Calamos Bitcoin Structured Alt Protection ETF - January,N/A,"$24,120,000",-0.13%,"9,657",$24.02,-0.17%,No,False,0.31%,1.14%,-3.88%,N/A,N/A,"-$9,566,000.00",$0.00,$0.00,"-$17,149,500.00","$22,853,500.00","$22,853,500.00",N/A,2025-01-22,0.69%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.14,2,100.00%,40%,20%,1099,$23.65,$24.08,N/A,N/A,60.13,B-,N/A,N/A,C,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CBTJ,Calamos Bitcoin 80 Series Structured Alt Protection ETF - January,N/A,"$23,322,000",-8.09%,"12,435",$20.11,-0.74%,No,False,1.56%,5.01%,-18.18%,N/A,N/A,"-$8,323,500.00","$987,500.00","-$1,886,000.00","-$4,402,500.00","$27,889,000.00","$27,889,000.00",N/A,2025-02-04,0.69%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.53,2,100.00%,40%,20%,1099,$18.44,$20.34,$19.98,$20.23,57.12,B,N/A,N/A,A-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
QETH,Invesco Galaxy Ethereum ETF,Currency,"$22,752,000",-22.05%,"99,487",$23.05,-3.44%,No,False,-1.87%,8.68%,29.06%,N/A,N/A,"$1,952,623.83","$1,209,528.96","$1,209,528.96","$2,020,153.32","$22,929,302.98","$22,929,302.98",Currency,2024-07-23,0.25%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.58,1,100.00%,40%,40%,1099,$19.46,$24.66,$22.80,$23.27,52.65,B,N/A,N/A,C,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BTCZ,T-Rex 2X Inverse Bitcoin Daily Target ETF,Currency,"$22,417,300",-3.33%,"18,195,376",$4.07,2.78%,Yes,-2x,-7.08%,-21.05%,-14.32%,N/A,N/A,"$10,269,538.24","$956,094.00","$4,063,366.00","$18,066,756.24","$26,157,292.24","$26,157,292.24",Currency,2024-07-10,0.95%,N/A,$0.00,2024-12-24,$0.01,0.00%,0.00,-2.65,2,100.00%,40%,20%,1099,$3.73,$5.98,$3.98,$4.16,40.21,A,N/A,C,A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SLON,ProShares Ultra Solana ETF,N/A,"$21,966,800",-62.97%,"302,360",$5.21,-5.27%,No,False,-11.84%,-11.69%,N/A,N/A,N/A,"$14,259,613.00",$0.00,"$2,075,933.00","$84,122,832.09","$84,122,832.09","$84,122,832.09",N/A,2025-07-15,2.14%,N/A,$0.81,2025-10-01,$0.81,15.51%,0.00,-6.53,1,100.00%,40%,20%,1099,$4.59,$5.80,$5.10,$5.34,43.54,N/A,N/A,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DFII,FT Vest Bitcoin Strategy & Target Income ETF,N/A,"$20,309,400",-13.10%,"10,349",$14.83,-1.33%,No,False,2.72%,9.14%,-18.97%,N/A,N/A,"$4,472,450.00",$0.00,$0.00,"$27,214,200.00","$28,214,200.00","$28,214,200.00",N/A,2025-04-02,0.85%,N/A,$3.41,2026-04-01,$0.19,22.99%,0.00,2.21,3,100.00%,40%,20%,1099,$12.50,$15.20,$14.78,$14.92,57.51,B,N/A,N/A,A-,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CLNK,Bitwise Chainlink ETF Beneficial Interest,N/A,"$18,701,100",N/A,"31,483",$16.89,-1.34%,No,False,-4.20%,2.49%,N/A,N/A,N/A,"$17,370,590.00","$1,222,900.00","$1,550,360.00","$17,370,590.00","$17,370,590.00","$17,370,590.00",N/A,2026-01-13,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.13,1,100.00%,40%,20%,1099,$15.40,$17.68,$16.81,$17.02,47.31,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BAVA,Bitwise Avalanche ETF,N/A,"$18,595,300",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$16,226,570.00","$5,262,000.00","$16,226,570.00","$16,226,570.00","$16,226,570.00","$16,226,570.00",N/A,2026-04-14,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XBTY,GraniteShares YieldBOOST Bitcoin ETF,N/A,"$17,448,200",-14.46%,"44,576",$7.18,-0.55%,No,False,1.66%,2.80%,N/A,N/A,N/A,"-$791,600.00",$0.00,"$499,100.00","$68,948,300.00","$68,948,300.00","$68,948,300.00",N/A,2025-05-12,1.15%,N/A,$13.70,2026-04-17,$0.14,190.81%,0.00,-1.54,4,100.00%,40%,20%,1099,$6.60,$7.25,$7.13,$7.23,54.53,A-,N/A,N/A,N/A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BTCC,Grayscale Bitcoin Covered Call ETF,N/A,"$17,197,400",-7.46%,"17,641",$17.29,-0.23%,No,False,3.44%,10.08%,-19.06%,N/A,N/A,"-$2,337,385.00",$0.00,$0.00,"$35,249,164.00","$37,699,129.00","$37,699,129.00",N/A,2025-04-02,0.66%,N/A,$13.95,2026-04-14,$0.22,80.68%,0.00,1.72,2,100.00%,40%,20%,1099,$14.80,$17.52,$17.18,$17.36,62.07,B+,N/A,N/A,B+,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
QBF,Innovator Uncapped Bitcoin 20 Floor ETF - Quarterly,N/A,"$17,055,200",-12.73%,"12,370",$18.69,-1.06%,No,False,2.18%,5.49%,-19.41%,N/A,N/A,"$1,776,065.00",$0.00,$0.00,"$14,394,270.00","$23,945,069.65","$23,945,069.65",N/A,2025-02-06,0.79%,N/A,$0.30,2025-12-31,$0.30,1.58%,0.00,0.87,3,100.00%,40%,20%,1099,$16.53,$18.98,$18.61,$18.80,56.22,B-,N/A,N/A,A-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BTF,CoinShares Bitcoin and Ether ETF,Currency,"$16,425,400",-17.36%,"14,711",$21.51,-2.45%,No,False,0.50%,9.31%,0.94%,21.25%,N/A,"-$5,200,128.48","-$535,065.00","-$1,480,135.00","$4,046,229.02","$3,270,956.52","$63,778,151.52",Currency,2021-10-22,1.27%,N/A,$1.57,2026-03-19,$0.06,7.32%,0.00,2.05,4,100.00%,40%,20%,1099,$18.03,$22.54,$21.33,$21.70,54.59,B-,N/A,A,B-,A,N/A,5.78,0.00%,27.08%,0.0,0.00%,0.00%
ETU,T-Rex 2X Long Ether Daily Target ETF,Currency,"$16,243,000",-51.07%,"190,225",$7.06,-7.11%,No,2x,-4.85%,13.96%,-14.63%,N/A,N/A,"$4,115,574.00",$0.00,"-$144,159.00","$27,866,595.00","$43,246,553.00","$43,246,553.00",Leveraged Currency,2024-10-23,0.95%,N/A,$0.00,2024-12-24,$0.02,0.00%,0.00,8.05,3,100.00%,40%,20%,1099,$5.13,$8.04,$6.89,$7.23,49.84,A-,N/A,N/A,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VSOL,VanEck Solana ETF,N/A,"$16,219,300",-30.10%,"46,375",$11.31,-2.25%,No,False,-5.16%,-3.53%,N/A,N/A,N/A,"$933,307.50","$568,645.00","$289,870.00","$19,109,817.50","$19,109,817.50","$19,109,817.50",N/A,2025-10-30,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.26,1,100.00%,40%,20%,1099,$10.46,$11.83,$11.19,$11.43,47.40,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BITC,Bitwise Trendwise Bitcoin and Treasuries Rotation Strategy ETF,Currency,"$16,082,200",8.62%,"5,579",$39.60,-1.49%,No,False,3.02%,6.34%,-7.69%,34.95%,N/A,"-$977,425.00",$0.00,"-$920,250.00","-$3,339,325.00","$19,034,075.00","$19,044,775.00",Currency,2023-03-21,0.90%,N/A,$0.00,2024-12-26,$20.22,0.00%,0.00,1.48,3,100.00%,40%,20%,1099,$34.93,$39.97,$39.52,$39.66,60.40,C+,N/A,N/A,A-,A,N/A,5.74,5.00%,25.35%,1.33,0.00%,0.00%
DOJE,REX-Osprey DOGE ETF,N/A,"$15,637,500",-17.32%,"32,651",$9.02,-0.11%,No,False,-3.43%,2.38%,N/A,N/A,N/A,"-$454,687.50",$0.00,$0.00,"$39,256,962.50","$39,256,962.50","$39,256,962.50",N/A,2025-09-18,1.50%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.55,4,100.00%,40%,20%,1099,$8.27,$9.29,$8.95,$9.12,49.17,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CEW,WisdomTree Emerging Currency Strategy Fund,Currency,"$15,560,800",2.64%,"9,498",$19.40,-0.31%,No,False,-0.47%,2.78%,11.55%,6.86%,3.54%,"$1,919,300.00",$0.00,$0.00,"$7,503,300.00","$5,846,040.00","-$2,814,820.00",Currency,2009-05-06,0.55%,E*TRADE,$0.47,2025-12-26,$0.47,2.41%,0.00,0.25,5,100.00%,40%,20%,1099,$18.81,$19.79,$19.38,$19.42,54.78,C+,N/A,B,A,A-,A-,5.78,0.00%,27.08%,0.0,0.00%,0.00%
TSUI,21Shares Sui ETF,N/A,"$15,199,600",N/A,N/A,$18.74,-2.40%,No,False,-6.85%,-2.26%,N/A,N/A,N/A,"$5,147,790.00","$199,680.00","-$1,170,400.00","$5,147,790.00","$5,147,790.00","$5,147,790.00",N/A,2026-02-24,0.30%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.49,N/A,N/A,40%,20%,1099,$16.86,$20.21,$18.66,$18.89,51.92,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CBXJ,Calamos Bitcoin 90 Series Structured Alt Protection ETF - January,N/A,"$15,190,000",-4.86%,"10,376",$21.57,-0.46%,No,False,1.08%,3.11%,-13.11%,N/A,N/A,"-$2,200,000.00","-$2,167,000.00","-$2,167,000.00","-$6,102,500.00","$15,346,000.00","$15,346,000.00",N/A,2025-02-04,0.69%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.38,2,100.00%,40%,20%,1099,$20.46,$21.73,$21.51,$21.64,57.37,B-,N/A,N/A,B,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SETH,ProShares Short Ether ETF,Currency,"$15,067,900",10.74%,"67,971",$43.07,3.66%,Yes,-1x,1.48%,-9.13%,-50.23%,N/A,N/A,"$4,361,648.00",$0.00,"$1,017,512.00","$13,403,475.76","$16,381,369.76","$16,381,369.76",Currency,2023-11-02,0.95%,N/A,$4.03,2026-04-01,$1.15,9.36%,0.00,-3.46,1,100.00%,40%,20%,1099,$39.70,$51.05,$42.61,$43.51,44.95,B+,N/A,N/A,C,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BITY,Amplify Bitcoin 2% Monthly Option Income ETF,Currency,"$14,996,300",-6.46%,"8,225",$34.35,-1.18%,No,False,3.78%,11.60%,N/A,N/A,N/A,"$715,590.00","$1,652,040.00","$1,652,040.00","$23,560,357.00","$23,560,357.00","$23,560,357.00",Currency,2025-04-29,0.65%,N/A,$10.59,2026-03-30,$0.70,30.84%,0.00,2.34,5,100.00%,40%,20%,1099,$28.42,$35.10,$34.17,$34.57,59.79,C+,N/A,N/A,N/A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BETH,ProShares Bitcoin & Ether Market Cap Weight ETF,Currency,"$13,360,200",-14.06%,"4,981",$43.75,-1.80%,No,False,2.31%,10.12%,-15.48%,N/A,N/A,"$643,506.00",$0.00,"-$404,278.00","$10,964,262.00","$21,703,852.00","$21,703,852.00",Currency,2023-10-02,1.33%,N/A,$24.34,2026-04-01,$0.04,55.63%,0.00,2.35,2,100.00%,40%,20%,1099,$36.34,$45.25,$43.65,$43.96,56.46,C+,N/A,N/A,B-,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BAGY,Amplify Bitcoin Max Income Covered Call ETF,Currency,"$13,330,400",-3.92%,"8,859",$31.99,-1.11%,No,False,4.07%,11.81%,N/A,N/A,N/A,"$3,424,710.00","$623,322.00","$1,205,114.00","$20,616,659.00","$20,616,659.00","$20,616,659.00",N/A,2025-04-29,0.65%,N/A,$14.09,2026-03-30,$0.97,44.05%,0.00,2.30,4,100.00%,40%,20%,1099,$26.52,$32.57,$31.75,$32.24,60.51,B,N/A,N/A,N/A,A,N/A,5.73,0.00%,25.22%,1.49,0.00%,0.00%
CBTY,Calamos Bitcoin 80 Series Structured Alt Protection ETF - July,N/A,"$13,143,000",-8.65%,"6,154",$20.07,-0.50%,No,False,0.53%,0.50%,N/A,N/A,N/A,"$6,300,500.00","$1,002,500.00","$1,002,500.00","$13,053,500.00","$13,053,500.00","$13,053,500.00",N/A,2025-07-08,0.69%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.52,3,100.00%,40%,20%,1099,$19.59,$20.14,$20.06,$20.09,49.99,N/A,N/A,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EZPZ,Franklin Crypto Index ETF,N/A,"$11,889,000",-13.95%,"13,724",$19.48,-1.72%,No,False,1.80%,8.97%,-14.95%,N/A,N/A,"$2,626,500.00",$0.00,$0.00,"$10,879,100.00","$11,862,150.00","$11,862,150.00",N/A,2025-02-20,0.19%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.98,1,100.00%,28%,28%,1099,$16.33,$20.14,$19.35,$19.64,55.91,C+,N/A,N/A,A-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XRPM,Amplify XRP 3% Monthly Premium Income ETF,Currency,"$11,710,800",-24.43%,"16,040",$14.93,-0.86%,No,False,-1.34%,-0.02%,N/A,N/A,N/A,"$8,464,348.00",$0.00,"$3,702,207.00","$14,259,015.00","$14,259,015.00","$14,259,015.00",Currency,2025-11-18,0.75%,N/A,$2.21,2026-03-30,$0.43,14.81%,0.00,2.69,9,100.00%,40%,20%,1099,$13.32,$15.31,$14.79,$15.03,50.16,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VAVX,Vaneck Avalanche Etf,N/A,"$11,551,500",N/A,N/A,$19.31,-1.98%,No,False,-5.81%,-2.48%,N/A,N/A,N/A,"$9,511,146.00",$0.00,$0.00,"$9,511,146.00","$9,511,146.00","$9,511,146.00",N/A,2026-01-26,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.26,1,100.00%,40%,20%,1099,$17.84,$20.48,$19.23,$19.37,46.94,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TDOT,21shares Polkadot ETF Shares of Beneficial Interest,N/A,"$11,155,000",N/A,N/A,$14.82,-4.14%,No,False,-9.32%,-18.57%,N/A,N/A,N/A,"$1,582,560.00","-$323,380.00","$1,038,090.00","$1,582,560.00","$1,582,560.00","$1,582,560.00",N/A,2026-03-06,0.30%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,N/A,N/A,40%,20%,1099,$14.11,$16.39,$14.66,$15.04,41.31,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DEFI,Hashdex Bitcoin ETF,Currency,"$10,721,000",-10.91%,608,$88.13,-1.52%,No,False,3.06%,10.70%,-16.89%,36.04%,N/A,$0.00,$0.00,$0.00,"-$3,426,159.00","-$1,070,276.40","$753,686.79",Currency,2022-09-15,0.94%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.57,1,100.00%,40%,40%,1099,$73.00,$90.78,$88.13,$88.13,57.66,C,N/A,A,A-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CBXO,Calamos Bitcoin 90 Series Structured Alt Protection ETF- October,N/A,"$10,048,500",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$1,145,000.00",$0.00,$0.00,"$8,318,500.00","$8,318,500.00","$8,318,500.00",N/A,2025-10-07,0.69%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SOEZ,Franklin Solana ETF,N/A,"$9,847,500",-30.36%,"21,024",$14.76,-2.64%,No,False,-5.45%,-4.03%,N/A,N/A,N/A,"$8,656,500.00",$0.00,$0.00,"$9,775,900.00","$9,775,900.00","$9,775,900.00",N/A,2025-12-03,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.33,1,100.00%,40%,40%,1099,$13.68,$15.52,$14.67,$14.89,46.82,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BCCC,Global X Bitcoin Covered Call ETF,N/A,"$9,664,610",-10.45%,"11,970",$14.76,-0.74%,No,False,2.28%,8.07%,N/A,N/A,N/A,"-$2,763.31",-$663.35,"-$2,919.86","$16,169,094.56","$16,169,094.56","$16,169,094.56",N/A,2025-06-03,0.75%,N/A,$7.11,2026-04-20,$0.08,48.19%,0.00,1.55,2,100.00%,40%,20%,1099,$12.92,$15.02,$14.65,$14.87,58.36,B,N/A,N/A,N/A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BETE,ProShares Bitcoin & Ether Equal Weight ETF,Currency,"$9,641,870",-18.01%,"6,024",$37.63,-2.49%,No,False,0.48%,9.31%,3.20%,N/A,N/A,"$1,529,054.00",$0.00,"-$374,965.00","$9,103,159.00","$15,469,563.00","$15,469,563.00",Currency,2023-10-02,1.33%,N/A,$27.25,2026-04-01,$0.03,72.43%,0.00,2.84,2,100.00%,40%,20%,1099,$31.50,$39.44,$37.37,$37.81,54.54,C,N/A,N/A,B-,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BHDG,Nicholas Bitcoin Tail ETF,N/A,"$8,370,720",N/A,N/A,$23.45,0.90%,No,False,-2.20%,-9.12%,N/A,N/A,N/A,"$9,656,344.00","-$1,680,686.00","$7,656,369.00","$9,656,344.00","$9,656,344.00","$9,656,344.00",N/A,2026-03-18,0.97%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,4,100.00%,40%,20%,1099,$22.59,$27.14,$23.42,$23.51,35.88,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BFOC,FT Vest Bitcoin Strategy Floor15 ETF - October,N/A,"$7,810,680",-5.08%,"2,997",$17.30,0.00%,No,False,0.21%,0.41%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$8,626,150.00","$8,626,150.00","$8,626,150.00",N/A,2025-09-30,0.90%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.72,2,100.00%,40%,20%,1099,$16.98,$17.37,$17.28,$17.30,50.08,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GDOG,Grayscale Dogecoin Trust ETF Accred Inv,N/A,"$7,102,840",-17.80%,"30,184",$11.32,-0.44%,No,False,-3.17%,2.82%,N/A,N/A,N/A,"$5,264,900.00",$0.00,$0.00,"$8,579,000.00","$8,579,000.00","$8,579,000.00",N/A,2025-11-24,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.45,1,100.00%,40%,40%,1099,$10.39,$11.66,$11.24,$11.44,49.14,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
LTCC,Canary Litecoin ETF,N/A,"$6,575,330",-27.77%,"17,511",$13.56,-0.88%,No,False,-1.85%,-0.37%,N/A,N/A,N/A,"$1,521,610.00",$0.00,"-$401,181.00","$9,333,154.00","$9,333,154.00","$9,333,154.00",N/A,2025-10-28,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.11,1,100.00%,40%,20%,1099,$12.80,$13.90,$13.45,$13.67,48.32,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
QSOL,Invesco Galaxy Solana ETF,N/A,"$6,288,110",-30.89%,"27,335",$8.58,0.00%,No,False,-5.30%,-4.07%,N/A,N/A,N/A,"$4,725,325.14","$179,557.31","$417,599.23","$7,405,545.13","$7,405,545.13","$7,405,545.13",N/A,2025-12-15,0.25%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.28,1,100.00%,40%,40%,1099,$7.96,$9.00,$8.50,$8.67,47.22,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CBOO,Calamos Bitcoin Structured Alt Protection ETF - October,N/A,"$6,115,020",-0.16%,"1,357",$24.42,0.00%,No,False,0.14%,0.25%,N/A,N/A,N/A,"-$1,217,500.00",$0.00,$0.00,"$3,734,000.00","$3,734,000.00","$3,734,000.00",N/A,2025-10-07,0.69%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.06,3,100.00%,40%,20%,1099,$24.34,$24.43,$24.42,$24.42,55.14,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ULE,ProShares Ultra Euro,Currency,"$5,855,080",-1.44%,"10,978",$12.97,-0.46%,No,2x,-1.67%,2.20%,4.34%,3.27%,-3.04%,"$32,390.83","-$657,668.95","-$657,668.95","-$2,555,648.45","-$3,306,955.14","$1,547,653.23",Leveraged Currency,2008-11-25,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.34,1,100.00%,28%,28%,K-1,$12.45,$13.39,$12.94,$13.02,50.58,B,B-,A,A,B,A-,0.0,N/A,N/A,N/A,N/A,N/A
