Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
BSOL,Bitwise Solana Staking ETF,N/A,"$631,814,000",-30.00%,"2,331,490",$11.48,-2.38%,No,False,-5.28%,-3.61%,N/A,N/A,N/A,"$196,276,410.00","$26,423,370.00","$12,954,580.00","$1,039,216,570.00","$1,039,216,570.00","$1,039,216,570.00",N/A,2025-10-23,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.30,1,100.00%,40%,20%,1099,$10.61,$12.03,$11.34,$11.63,47.04,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ETHB,iShares Staked Ethereum Trust ETF,N/A,"$593,380,000",N/A,N/A,$29.76,-3.60%,No,False,-2.01%,8.42%,N/A,N/A,N/A,"$408,495,261.28","$14,442,964.52","$244,561,657.48","$408,495,261.28","$408,495,261.28","$408,495,261.28",N/A,2026-02-18,0.25%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,1,100.00%,40%,40%,1099,$25.15,$31.86,$29.40,$30.14,55.69,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BITU,ProShares Ultra Bitcoin ETF,Currency,"$565,152,000",-31.47%,"5,536,398",$15.07,-2.90%,No,2x,5.75%,20.00%,-50.79%,N/A,N/A,"$154,206,521.00","$26,204,645.00","$33,237,840.00","$268,122,790.00","$1,023,505,681.00","$1,023,505,681.00",Leveraged Currency,2024-04-02,0.95%,N/A,$9.16,2026-04-01,$0.01,60.76%,0.00,3.57,2,100.00%,40%,20%,1099,$10.36,$15.81,$14.73,$15.42,55.71,A,C+,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BTCO,Invesco Galaxy Bitcoin ETF,Currency,"$533,205,000",-11.23%,"139,576",$77.38,-1.43%,No,False,3.08%,10.69%,-16.98%,N/A,N/A,"$43,751,010.00","$3,856,050.00","$3,856,050.00","$153,004,930.00","$173,608,020.52","$173,608,020.52",Currency,2024-01-11,0.39%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.52,1,100.00%,40%,40%,1099,$63.91,$79.58,$76.59,$78.25,57.71,B-,N/A,N/A,B+,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FXF,Invesco CurrencyShares Swiss Franc Trust,Currency,"$524,241,000",0.54%,"145,005",$112.20,-0.20%,No,False,-0.43%,0.17%,4.88%,3.97%,2.55%,"$124,991,500.00","-$17,005,000.00","-$129,000.00","$37,415,000.00","$303,715,461.48","$229,218,572.01",Currency,2006-06-21,0.40%,Charles Schwab,$0.00,2024-04-01,$0.00,0.00%,0.00,0.21,1,100.00%,40%,40%,1099,$109.72,$113.89,$112.03,$112.51,49.30,B,N/A,A-,A-,C+,C+,0.0,N/A,N/A,N/A,N/A,N/A
BRRR,Coinshares Bitcoin ETF,Currency,"$505,899,000",-11.36%,"317,149",$21.92,-1.57%,No,False,3.06%,10.71%,-17.22%,N/A,N/A,"$53,283,070.00","$5,889,942.00","$8,251,794.00","$24,379,904.50","$300,674,923.50","$300,674,923.50",Currency,2024-01-10,0.25%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.52,1,100.00%,40%,40%,1099,$18.11,$22.54,$21.69,$22.18,57.59,B+,N/A,N/A,B,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EZBC,Franklin Bitcoin ETF,Currency,"$499,572,000",-11.19%,"232,137",$44.94,-1.45%,No,False,3.10%,10.72%,-17.12%,N/A,N/A,"$43,311,050.00",$0.00,"$2,081,400.00","$114,132,400.00","$376,449,950.00","$376,449,950.00",Currency,2024-01-11,0.19%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.51,1,100.00%,40%,40%,1099,$37.12,$46.20,$44.47,$45.45,57.71,B,N/A,N/A,B,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FXY,Invesco Currencyshares Japanese Yen Trust,Currency,"$432,075,000",-2.03%,"211,135",$57.48,-0.12%,No,False,-0.35%,-0.31%,-10.54%,-6.11%,-8.01%,"-$34,104,500.00","-$17,454,000.00","-$34,809,000.00","-$469,212,500.00","$272,763,638.60","$384,447,914.49",Currency,2007-02-12,0.40%,Charles Schwab,$0.00,N/A,N/A,0.00%,0.00,0.21,1,100.00%,40%,40%,1099,$57.34,$57.99,$57.40,$57.58,43.56,B+,N/A,C,A-,B-,C,0.0,N/A,N/A,N/A,N/A,N/A
FXE,Invesco CurrencyShares Euro Trust,Currency,"$427,272,000",-0.46%,"236,073",$107.83,-0.16%,No,False,-0.83%,1.10%,3.74%,3.62%,0.12%,"-$26,566,500.00","-$65,186,500.00","-$33,304,000.00","-$134,319,000.00","$80,822,295.40","$125,760,536.63",Currency,2005-12-09,0.40%,Charles Schwab,$0.70,2026-03-02,$0.07,0.65%,0.00,0.18,1,100.00%,40%,40%,1099,$105.64,$109.64,$107.68,$108.06,50.85,B,N/A,B-,A,B,C,0.0,N/A,N/A,N/A,N/A,N/A
USDU,WisdomTree Bloomberg U.S. Dollar Bullish Fund,Currency,"$397,647,000",0.85%,"660,214",$26.02,0.08%,No,False,0.50%,-0.80%,2.62%,4.88%,5.06%,"$197,150,650.00","-$7,766,700.00","-$1,989,350.00","$202,055,200.00","$54,631,985.00","$349,929,555.00",Currency,2013-12-18,0.51%,2 Platforms,$0.99,2025-12-26,$0.99,3.80%,0.00,-0.24,7,100.00%,40%,20%,1099,$25.68,$26.49,$25.97,$26.08,50.66,B+,N/A,B,A,B+,N/A,5.78,0.00%,27.08%,0.0,0.00%,0.00%
UUP,Invesco DB US Dollar Index Bullish Fund,Currency,"$353,093,000",1.85%,"2,547,252",$27.53,0.18%,No,False,0.58%,-0.54%,0.33%,3.32%,4.66%,"$125,020,950.00","-$24,609,500.00","-$197,877,800.00","$119,604,650.00","-$704,946,500.00","-$80,212,523.30",Currency,2007-02-20,0.78%,N/A,$0.00,2024-12-23,$1.32,0.00%,0.00,-0.22,3,99.99%,28%,28%,K-1,$27.15,$28.00,$27.47,$27.58,51.36,A-,N/A,B+,A,B+,A,0.0,N/A,N/A,N/A,N/A,N/A
XRP,Bitwise XRP ETF,N/A,"$324,091,000",-21.93%,"619,587",$16.02,-0.56%,No,False,-2.20%,-0.12%,N/A,N/A,N/A,"$153,383,310.00","$17,964,400.00","$39,585,890.00","$416,748,290.00","$416,748,290.00","$416,748,290.00",N/A,2025-11-19,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.83,1,100.00%,40%,20%,1099,$14.23,$16.51,$15.85,$16.16,50.18,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XRPC,Canary XRP ETF,N/A,"$284,788,000",-21.85%,"166,386",$15.20,-0.85%,No,False,-2.56%,-0.39%,N/A,N/A,N/A,"$37,615,611.00",$0.00,"$334,192.00","$425,257,606.00","$425,257,606.00","$425,257,606.00",N/A,2025-11-13,0.50%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.90,1,100.00%,40%,20%,1099,$13.54,$15.68,$15.05,$15.33,49.80,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ETHT,ProShares Ultra Ether ETF,Currency,"$278,982,000",-52.41%,"2,330,967",$17.85,-7.18%,No,2x,-4.75%,13.77%,-19.20%,N/A,N/A,"$104,389,043.00","$8,196,249.00","$9,045,090.00","$508,256,574.85","$814,756,772.85","$814,756,772.85",Leveraged Currency,2024-06-07,0.94%,N/A,$1.66,2026-03-02,$0.02,9.33%,0.00,7.50,1,100.00%,40%,20%,1099,$12.96,$20.32,$17.35,$18.34,49.71,N/A,C+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ETHW,Bitwise Ethereum ETF,Currency,"$257,072,000",-22.19%,"1,656,262",$16.55,-3.61%,No,False,-2.01%,8.52%,28.89%,N/A,N/A,"-$10,271,290.00","-$610,470.00","-$252,690.00","$69,977,990.00","$381,117,930.00","$381,117,930.00",Currency,2024-07-22,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.60,1,100.00%,40%,40%,1099,$13.99,$17.73,$16.34,$16.76,52.55,A-,N/A,N/A,C+,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XRPZ,Franklin XRP ETF,N/A,"$254,735,000",-22.00%,"266,313",$15.53,-0.83%,No,False,-2.57%,-0.32%,N/A,N/A,N/A,"$106,371,450.00","$7,166,300.00","$23,465,800.00","$345,007,600.00","$345,007,600.00","$345,007,600.00",N/A,2025-11-24,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.86,1,100.00%,40%,40%,1099,$13.82,$16.04,$15.39,$15.67,49.69,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BTCW,WisdomTree Bitcoin Fund,N/A,"$176,912,000",-11.37%,"47,238",$82.14,-1.63%,No,False,2.95%,10.58%,-17.18%,N/A,N/A,"$41,514,765.00",$0.00,$0.00,"$48,820,435.00","$86,340,936.00","$86,340,936.00",Currency,2024-01-11,0.25%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.53,1,100.00%,40%,40%,1099,$67.89,$84.54,$81.42,$83.02,57.55,B-,N/A,N/A,B-,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BITI,ProShares Short Bitcoin ETF,Currency,"$176,452,000",4.65%,"2,498,937",$22.63,1.39%,Yes,-1x,-3.37%,-10.31%,8.34%,-37.89%,N/A,"$65,898,304.00","$8,013,362.00","$41,540,351.00","$104,922,818.00","$126,430,495.83","$344,971,615.83",Leveraged Currency,2022-06-21,1.03%,N/A,$2.10,2026-04-01,$0.59,9.28%,0.00,-1.46,2,100.00%,40%,20%,1099,$21.84,$27.32,$22.38,$22.88,40.99,A,C,C,C,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MSBT,Morgan Stanley Bitcoin Trust ETF,N/A,"$174,632,000",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$141,077,764.02","$38,082,891.15","$141,077,764.02","$141,077,764.02","$141,077,764.02","$141,077,764.02",N/A,2026-04-07,0.14%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SBIT,ProShares UltraShort Bitcoin ETF,Currency,"$171,365,000",-1.36%,"1,949,086",$42.27,2.92%,Yes,-2x,-7.10%,-21.08%,-8.27%,N/A,N/A,"$47,896,795.00","-$4,804,052.00","$28,231,407.00","$113,065,749.33","$225,321,121.33","$225,321,121.33",Leveraged Currency,2024-04-02,0.95%,N/A,$1.51,2026-03-02,$1.11,3.57%,0.00,-2.55,2,100.00%,40%,20%,1099,$38.79,$62.06,$41.36,$43.17,40.34,A,C+,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SOLT,2x Solana ETF,Currency,"$163,564,000",-61.07%,"775,452",$47.24,-5.44%,No,2x,-11.74%,-11.56%,-84.97%,N/A,N/A,"$67,743,010.87","$14,568,090.00","$24,863,266.00","$903,124,056.87","$916,021,916.92","$916,021,916.92",Leveraged Currency,2025-03-20,1.85%,N/A,$0.13,2026-04-22,$0.04,0.27%,0.00,-6.68,2,100.00%,40%,20%,1099,$41.44,$52.49,$46.10,$48.60,44.15,A,N/A,N/A,A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
YBTC,Roundhill Bitcoin Covered Call Strategy ETF,N/A,"$159,442,000",-10.47%,"159,802",$22.40,-0.58%,No,False,3.01%,6.46%,-15.08%,N/A,N/A,"-$10,547,733.00","-$7,549,413.00","-$9,907,522.00","$148,795,155.00","$341,699,288.83","$341,699,288.83",N/A,2024-01-18,0.96%,N/A,$16.92,2026-04-22,$0.14,75.55%,0.00,1.21,4,100.00%,40%,20%,1099,$19.54,$22.60,$22.11,$22.58,58.01,A-,N/A,A,A-,A,N/A,5.78,35.91%,26.22%,1.27,0.00%,0.00%
TOXR,21Shares XRP ETF Beneficial INT SH,N/A,"$155,907,000",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"-$50,042,170.00","-$289,840.00","$3,168,010.00","$24,281,940.00","$24,281,940.00","$24,281,940.00",N/A,2025-12-11,0.30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,100.00%,40%,40%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XXRP,Teucrium 2x Long Daily XRP ETF,N/A,"$138,464,000",-55.14%,"2,584,519",$4.27,-1.61%,No,False,-5.74%,-3.39%,-86.40%,N/A,N/A,"$62,255,949.00","$6,656,292.00","$12,415,160.00","$636,032,568.00","$670,671,249.00","$670,671,249.00",N/A,2025-04-08,1.89%,N/A,$0.62,2026-02-25,$0.01,14.54%,0.00,5.74,1,100.00%,40%,20%,1099,$3.44,$4.54,$4.18,$4.34,46.19,A,N/A,N/A,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FOXY,Simplify Currency Strategy ETF,N/A,"$130,290,000",10.82%,"63,678",$29.50,-0.44%,No,False,0.37%,-1.96%,24.94%,N/A,N/A,"$65,385,500.00","$5,103,700.00","$6,573,600.00","$103,884,125.00","$119,182,500.00","$119,182,500.00",N/A,2025-02-04,0.81%,N/A,$1.94,2026-03-26,$0.22,6.58%,0.00,-0.09,9,83.04%,40%,20%,1099,$28.82,$30.00,N/A,N/A,52.77,B,N/A,N/A,B+,B,N/A,4.64,0.00%,11.91%,1.27,0.00%,0.00%
UDN,Invesco DB US Dollar Index Bearish Fund,Currency,"$128,825,000",-0.05%,"240,111",$18.23,-0.16%,No,False,-0.55%,0.94%,-0.27%,2.14%,-0.99%,"$1,337,800.00","-$2,752,800.00","-$7,307,500.00","$6,093,100.00","$56,375,900.00","$65,085,562.24",Currency,2007-02-20,0.78%,N/A,$0.00,2024-12-23,$0.89,0.00%,0.00,0.21,2,100.00%,28%,28%,K-1,$17.86,$18.49,$18.20,$18.27,51.01,B+,N/A,B-,A,B+,A,0.0,N/A,N/A,N/A,N/A,N/A
ETHV,VanEck Ethereum ETF,Currency,"$121,843,000",-22.08%,"216,884",$33.85,-3.45%,No,False,-1.94%,8.49%,29.10%,N/A,N/A,"-$20,127,140.00",$0.00,$0.00,"$35,545,320.00","$176,535,995.00","$176,535,995.00",Currency,2024-06-25,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.60,1,100.00%,40%,40%,1099,$28.59,$36.23,$33.47,$34.23,52.64,B,N/A,N/A,C,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XRPI,Volatility Shares Trust XRP ETF,Currency,"$116,382,000",-23.46%,"365,071",$8.03,-0.74%,No,False,-2.75%,-1.07%,N/A,N/A,N/A,"$12,226,430.00",$0.00,"$1,088,593.00","$247,849,291.41","$247,849,291.41","$247,849,291.41",Currency,2025-05-22,0.94%,N/A,$0.24,2026-04-22,$0.02,2.94%,0.00,2.83,1,100.00%,40%,20%,1099,$7.18,$8.29,$7.95,$8.10,49.14,A,N/A,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NCIQ,Hashdex Nasdaq CME Crypto Index ETF,Currency,"$112,935,000",-14.26%,"38,044",$19.49,-1.57%,No,False,1.78%,8.97%,-16.34%,N/A,N/A,"$6,330,157.00",$0.00,$0.00,"$35,909,329.00","$129,565,487.00","$129,565,487.00",Currency,2025-02-13,0.25%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.99,1,100.00%,40%,40%,1099,$16.34,$20.11,$19.32,$19.66,56.07,B-,N/A,N/A,B-,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GSOL,Grayscale Solana Staking ETF,N/A,"$109,367,000",-30.16%,"1,389,530",$6.36,-2.30%,No,False,-5.36%,-3.86%,-46.67%,N/A,N/A,"-$2,607,500.00",$0.00,"-$2,050,600.00","$104,120,800.00","$104,120,800.00","$104,120,800.00",N/A,2025-10-29,0.35%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.28,N/A,N/A,40%,40%,1099,$5.89,$6.67,$6.28,$6.44,46.95,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SOLZ,Solana ETF,Currency,"$107,719,000",-32.07%,"2,308,095",$8.59,-2.50%,No,False,-5.78%,-4.52%,-48.97%,N/A,N/A,"$29,884,665.00","$41,376.00","$19,977.00","$233,193,442.00","$240,616,503.72","$240,616,503.72",Currency,2025-03-20,0.95%,N/A,$0.29,2026-04-22,$0.02,3.40%,0.00,-3.37,2,100.00%,40%,20%,1099,$7.98,$9.03,$8.48,$8.70,46.46,A,N/A,N/A,A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FXA,Invesco CurrencyShares Australian Dollar Trust,Currency,"$106,380,000",7.13%,"31,170",$70.70,-0.34%,No,False,-0.32%,1.68%,13.18%,3.49%,-0.82%,"$13,770,500.00",$0.00,$0.00,"$20,035,000.00","$29,360,146.41","-$41,419,909.85",Currency,2006-06-21,0.40%,Charles Schwab,$0.58,2026-03-02,$0.06,0.82%,0.00,0.38,1,100.00%,40%,40%,1099,$67.37,$72.06,$70.55,$70.91,57.29,B-,N/A,C+,A-,B+,B-,0.0,N/A,N/A,N/A,N/A,N/A
FSOL,Fidelity Solana Fund,N/A,"$95,975,600",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$30,442,287.66",$0.00,"-$11,875,758.98","$113,712,216.86","$113,712,216.86","$113,712,216.86",N/A,2025-11-18,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SSK,REX-Osprey SOL + Staking ETF,N/A,"$86,377,700",-30.03%,"130,973",$11.58,-2.61%,No,False,-5.62%,-4.06%,N/A,N/A,N/A,"-$17,618,759.49",$0.00,"-$2,828,399.49","$277,374,398.07","$277,374,398.07","$277,374,398.07",N/A,2025-07-02,0.75%,N/A,$3.19,2026-03-30,$0.05,27.55%,0.00,3.37,4,100.00%,40%,20%,1099,$10.78,$12.16,$11.45,$11.73,46.95,N/A,N/A,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GLNK,Grayscale Chainlink Trust ETF,N/A,"$83,784,000",-24.46%,"228,716",$8.23,-1.79%,No,False,-4.19%,2.36%,-78.90%,-17.67%,N/A,"$28,673,100.00","$2,230,000.00","$5,576,800.00","$92,249,600.00","$92,249,600.00","$92,249,600.00",N/A,2025-12-02,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.21,1,100.00%,40%,40%,1099,$7.49,$8.60,$8.14,$8.34,48.72,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FXC,Invesco CurrencyShares Canadian Dollar Trust,Currency,"$78,672,000",0.25%,"65,310",$71.35,-0.15%,No,False,0.11%,0.08%,1.68%,0.98%,-0.91%,"$3,721,000.00",$0.00,"-$7,028,500.00","-$6,686,000.00","-$11,656,437.72","-$77,800,617.31",Currency,2006-06-21,0.40%,Charles Schwab,$0.23,2026-03-02,$0.01,0.32%,0.00,0.23,1,100.00%,40%,40%,1099,$69.80,$71.77,$71.23,$71.47,55.03,B-,N/A,C+,A+,B,C+,0.0,N/A,N/A,N/A,N/A,N/A
FXB,Invesco CurrencyShares British Pound Sterling Trust,Currency,"$77,910,000",0.18%,"21,702",$129.56,-0.27%,No,False,-0.43%,1.01%,3.44%,5.45%,1.16%,"-$6,127,500.00","$6,524,500.00","-$12,510,500.00","-$5,993,000.00","-$35,283,787.11","-$75,130,147.18",Currency,2006-06-21,0.40%,Charles Schwab,$2.49,2026-03-02,$0.20,1.92%,0.00,0.28,1,100.00%,40%,40%,1099,$126.47,$131.36,$129.32,$129.91,52.62,C+,N/A,B+,A,B+,B-,0.0,N/A,N/A,N/A,N/A,N/A
XRPT,Volatility Shares Trust XRP 2X ETF,Currency,"$76,349,500",-52.78%,"229,178",$45.06,-1.42%,No,2x,-5.32%,-3.64%,N/A,N/A,N/A,"$54,773,119.48","-$490,871.00","$2,124,013.00","$341,717,507.48","$341,717,507.48","$341,717,507.48",Leveraged Currency,2025-05-22,0.94%,N/A,$0.10,2026-04-22,$0.04,0.22%,0.00,5.62,2,100.00%,40%,20%,1099,$36.08,$47.87,$44.13,$45.83,46.67,A,N/A,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
YETH,Roundhill Ether Covered Call Strategy ETF,N/A,"$75,836,400",-17.39%,"145,529",$11.78,-3.99%,No,False,-2.15%,6.85%,-5.45%,N/A,N/A,"-$983,619.00",$0.00,"$797,447.00","$143,111,813.00","$182,727,034.51","$182,727,034.51",N/A,2024-09-04,0.95%,N/A,$13.68,2026-04-22,$0.11,116.15%,0.00,1.62,4,100.00%,40%,20%,1099,$10.23,$12.61,$11.66,$11.95,53.82,A-,N/A,B+,A,A,N/A,5.77,23.22%,25.93%,1.27,0.00%,0.00%
EETH,ProShares Ether ETF,Currency,"$74,967,400",-23.07%,"120,454",$28.55,-3.58%,No,False,-2.13%,8.17%,21.98%,N/A,N/A,"$20,877,501.00","-$1,218,816.00","-$936,690.00","$72,041,459.00","$154,759,804.00","$154,759,804.00",Currency,2023-10-02,0.95%,N/A,$19.73,2026-04-01,$0.01,69.12%,0.00,3.56,2,100.00%,40%,20%,1099,$24.19,$30.59,$28.23,$28.87,52.26,B,N/A,N/A,C,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
OBTC,Osprey Bitcoin Trust,N/A,"$74,632,200",-11.15%,"14,719",$25.02,-1.38%,No,False,3.13%,10.76%,-9.67%,60.87%,5.73%,"-$50,777,671.29",$0.00,$0.00,"-$81,430,498.97","-$81,430,498.97","-$81,430,498.97",N/A,2025-12-19,0.49%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.10,1,100.00%,40%,40%,1099,$20.61,$25.70,$24.85,$25.24,57.89,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ETHD,ProShares UltraShort Ether ETF,Currency,"$69,821,600",2.98%,"801,552",$49.95,7.44%,Yes,-2x,2.59%,-19.22%,-86.31%,N/A,N/A,"-$17,713,298.00","-$4,027,095.00","$10,541,792.00","$98,811,485.49","$106,258,247.49","$106,258,247.49",Leveraged Currency,2024-06-07,1.01%,N/A,$2.18,2026-04-01,$0.01,4.37%,0.00,-5.31,1,100.00%,40%,20%,1099,$41.50,$70.87,$48.77,$51.06,43.72,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GXRP,Grayscale XRP Trust ETF,N/A,"$68,200,800",-21.91%,"113,070",$27.72,-0.75%,No,False,-2.62%,-0.38%,N/A,N/A,N/A,"-$124,728,200.00","$2,220,000.00","-$87,600.00","$120,938,700.00","$120,938,700.00","$120,938,700.00",N/A,2025-11-24,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.86,1,100.00%,40%,40%,1099,$24.66,$28.63,$27.47,$27.95,49.72,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XRPR,REX-Osprey XRP ETF,N/A,"$67,806,300",-21.96%,"47,211",$11.69,-1.02%,No,False,-2.75%,-0.51%,N/A,N/A,N/A,"-$5,310,372.50","$10,354,445.00","$7,551,570.00","$135,312,895.00","$135,312,895.00","$135,312,895.00",N/A,2025-09-18,0.75%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.95,4,100.00%,40%,20%,1099,$10.43,$12.09,$11.59,$11.78,49.56,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NEHI,NEOS Ethereum High Income ETF,Currency,"$64,263,300",-19.82%,"62,140",$35.20,0.00%,No,False,-0.80%,8.51%,N/A,N/A,N/A,"$57,026,591.00","$2,608,123.00","$11,353,198.00","$67,491,902.00","$67,491,902.00","$67,491,902.00",Currency,2025-12-03,0.98%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,100.00%,40%,20%,1099,$30.18,$37.13,$34.83,$35.52,53.80,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HBR,Canary HBAR ETF,N/A,"$54,857,000",-15.88%,"48,665",$12.30,-1.68%,No,False,-1.58%,-2.87%,N/A,N/A,N/A,"$12,679,704.00","$1,609,255.00","$2,332,891.00","$100,077,556.90","$100,077,556.90","$100,077,556.90",N/A,2025-10-28,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-2.26,1,100.00%,40%,20%,1099,$11.61,$12.65,$12.23,$12.41,46.52,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EZET,Franklin Ethereum ETF,N/A,"$48,179,700",-22.07%,"165,730",$17.55,-3.47%,No,False,-1.90%,8.57%,29.04%,N/A,N/A,"$224,800.00",$0.00,"$119,000.00","$28,542,950.00","$65,041,900.00","$65,041,900.00",N/A,2024-07-23,0.00%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.60,1,100.00%,40%,40%,1099,$14.82,$18.78,$17.33,$17.76,52.63,A-,N/A,A,A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UXRP,ProShares Ultra XRP ETF,N/A,"$44,698,100",-54.59%,"539,921",$4.11,-1.67%,No,False,-5.73%,-3.97%,N/A,N/A,N/A,"$24,456,366.00","$715,568.00","$4,975,400.00","$126,349,808.99","$126,349,808.99","$126,349,808.99",N/A,2025-07-15,1.67%,N/A,$0.00,N/A,N/A,0.00%,0.00,5.60,1,100.00%,40%,20%,1099,$3.30,$4.37,$4.02,$4.18,46.25,N/A,N/A,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
YBIT,YieldMax Bitcoin Option Income Strategy ETF,N/A,"$44,647,900",-20.34%,"52,017",$24.66,-1.79%,No,False,1.31%,3.13%,-22.68%,N/A,N/A,"$1,790,255.00",$0.00,"$601,252.50","-$148,422.57","$173,448,634.93","$173,448,634.93",N/A,2024-04-22,1.02%,N/A,$3.72,2026-04-23,$0.27,15.10%,0.00,1.28,6,100.00%,40%,20%,1099,$22.49,$25.14,$24.50,$24.83,51.35,A,N/A,A,A-,A,N/A,5.77,24.46%,25.99%,1.27,0.00%,0.00%
